MIN=0	-1	-1	0	0	0	
MAX=32	1	1	1	1	250	
SCALE=10	0,5	0,5	0,5	0,5	100	
DEC=3	3	3	0	0	2	
DEF="Temps" t / s	"Tension" U_A2 / V	"Tension" U_B2 / V	"Relais" R_2	"Source de tension" S_2	"Fréquence" f / Hz	
0	0,2255	0,0005	0	1	NAN	
0,002	0,226	0,001	0	1	NAN	
0,004	0,2255	0,0005	0	1	NAN	
0,006	0,225	0,001	0	1	NAN	
0,008	0,226	0,0005	0	1	NAN	
0,01	0,226	0,001	0	1	NAN	
0,012	0,2265	0,001	0	1	NAN	
0,014	0,2265	0,001	0	1	NAN	
0,016	0,2255	0,0005	0	1	NAN	
0,018	0,225	0,001	0	1	NAN	
0,02	0,2265	0,0005	0	1	NAN	
0,022	0,2275	0,0015	0	1	NAN	
0,024	0,2285	0,0015	0	1	NAN	
0,026	0,229	0,001	0	1	NAN	
0,028	0,23	0,0005	0	1	NAN	
0,03	0,23	0,0005	0	1	NAN	
0,032	0,2305	0	0	1	NAN	
0,034	0,232	0,0005	0	1	NAN	
0,036	0,233	0	0	1	NAN	
0,038	0,234	-0,0005	0	1	NAN	
0,04	0,234	-0,0005	0	1	NAN	
0,042	0,2345	-0,0005	0	1	NAN	
0,044	0,236	-0,0005	0	1	NAN	
0,046	0,2375	0	0	1	NAN	
0,048	0,241	-0,002	0	1	NAN	
0,05	0,2415	-0,002	0	1	NAN	
0,052	0,244	-0,0025	0	1	NAN	
0,054	0,246	-0,004	0	1	NAN	
0,056	0,248	-0,0045	0	1	NAN	
0,058	0,2505	-0,0055	0	1	NAN	
0,06	0,2525	-0,005	0	1	NAN	
0,062	0,255	-0,0055	0	1	NAN	
0,064	0,2575	-0,007	0	1	NAN	
0,066	0,2595	-0,008	0	1	NAN	
0,068	0,262	-0,0105	0	1	NAN	
0,07	0,263	-0,0115	0	1	NAN	
0,072	0,2645	-0,012	0	1	NAN	
0,074	0,2665	-0,0135	0	1	NAN	
0,076	0,268	-0,0165	0	1	NAN	
0,078	0,2675	-0,0185	0	1	NAN	
0,08	0,266	-0,02	0	1	NAN	
0,082	0,2625	-0,022	0	1	NAN	
0,084	0,2585	-0,0235	0	1	NAN	
0,086	0,252	-0,026	0	1	NAN	
0,088	0,2425	-0,028	0	1	NAN	
0,09	0,2335	-0,031	0	1	NAN	
0,092	0,2215	-0,034	0	1	NAN	
0,094	0,2085	-0,0365	0	1	NAN	
0,096	0,193	-0,0385	0	1	NAN	
0,098	0,1765	-0,0405	0	1	NAN	
0,1	0,16	-0,043	0	1	NAN	
0,102	0,1435	-0,045	0	1	NAN	
0,104	0,1265	-0,047	0	1	NAN	
0,106	0,109	-0,0485	0	1	NAN	
0,108	0,092	-0,0515	0	1	NAN	
0,11	0,0735	-0,052	0	1	NAN	
0,112	0,056	-0,0535	0	1	NAN	
0,114	0,0395	-0,0545	0	1	NAN	
0,116	0,024	-0,0555	0	1	NAN	
0,118	0,0065	-0,0555	0	1	NAN	
0,12	-0,01	-0,0565	0	1	NAN	
0,122	-0,0265	-0,056	0	1	NAN	
0,124	-0,043	-0,055	0	1	NAN	
0,126	-0,0595	-0,0545	0	1	NAN	
0,128	-0,0775	-0,0545	0	1	NAN	
0,13	-0,0945	-0,0545	0	1	NAN	
0,132	-0,112	-0,054	0	1	NAN	
0,134	-0,1295	-0,0525	0	1	NAN	
0,136	-0,147	-0,051	0	1	NAN	
0,138	-0,164	-0,0505	0	1	NAN	
0,14	-0,1835	-0,0485	0	1	NAN	
0,142	-0,2	-0,0465	0	1	NAN	
0,144	-0,2155	-0,045	0	1	NAN	
0,146	-0,229	-0,0425	0	1	NAN	
0,148	-0,242	-0,041	0	1	NAN	
0,15	-0,2525	-0,039	0	1	NAN	
0,152	-0,2605	-0,0375	0	1	NAN	
0,154	-0,2655	-0,036	0	1	NAN	
0,156	-0,2685	-0,034	0	1	NAN	
0,158	-0,27	-0,032	0	1	NAN	
0,16	-0,269	-0,0305	0	1	NAN	
0,162	-0,2665	-0,0275	0	1	NAN	
0,164	-0,2625	-0,026	0	1	NAN	
0,166	-0,2575	-0,024	0	1	NAN	
0,168	-0,2535	-0,022	0	1	NAN	
0,17	-0,249	-0,021	0	1	NAN	
0,172	-0,2445	-0,02	0	1	NAN	
0,174	-0,2405	-0,0175	0	1	NAN	
0,176	-0,2355	-0,0155	0	1	NAN	
0,178	-0,2325	-0,0135	0	1	NAN	
0,18	-0,23	-0,0125	0	1	NAN	
0,182	-0,2285	-0,011	0	1	NAN	
0,184	-0,227	-0,009	0	1	NAN	
0,186	-0,2255	-0,0065	0	1	NAN	
0,188	-0,226	-0,004	0	1	NAN	
0,19	-0,2265	-0,003	0	1	NAN	
0,192	-0,228	-0,002	0	1	NAN	
0,194	-0,2305	-0,001	0	1	NAN	
0,196	-0,2325	0,0015	0	1	NAN	
0,198	-0,235	0,004	0	1	NAN	
0,2	-0,2405	0,0065	0	1	NAN	
0,202	-0,2445	0,009	0	1	NAN	
0,204	-0,2495	0,0115	0	1	NAN	
0,206	-0,2545	0,014	0	1	NAN	
0,208	-0,2595	0,017	0	1	NAN	
0,21	-0,2655	0,02	0	1	NAN	
0,212	-0,2695	0,022	0	1	NAN	
0,214	-0,2725	0,0255	0	1	NAN	
0,216	-0,2745	0,0285	0	1	NAN	
0,218	-0,274	0,0315	0	1	NAN	
0,22	-0,272	0,034	0	1	NAN	
0,222	-0,268	0,0385	0	1	NAN	
0,224	-0,26	0,042	0	1	NAN	
0,226	-0,2505	0,046	0	1	NAN	
0,228	-0,2375	0,05	0	1	NAN	
0,23	-0,225	0,0525	0	1	NAN	
0,232	-0,2095	0,0545	0	1	NAN	
0,234	-0,194	0,0575	0	1	NAN	
0,236	-0,177	0,0605	0	1	NAN	
0,238	-0,1605	0,0635	0	1	NAN	
0,24	-0,1445	0,066	0	1	NAN	
0,242	-0,1275	0,0675	0	1	NAN	
0,244	-0,1105	0,069	0	1	NAN	
0,246	-0,094	0,07	0	1	NAN	
0,248	-0,0765	0,0715	0	1	NAN	
0,25	-0,0625	0,0725	0	1	NAN	
0,252	-0,045	0,072	0	1	NAN	
0,254	-0,028	0,071	0	1	NAN	
0,256	-0,0115	0,071	0	1	NAN	
0,258	0,008	0,0685	0	1	NAN	
0,26	0,0235	0,068	0	1	NAN	
0,262	0,0405	0,0665	0	1	NAN	
0,264	0,058	0,065	0	1	NAN	
0,266	0,0745	0,063	0	1	NAN	
0,268	0,0925	0,0605	0	1	NAN	
0,27	0,108	0,058	0	1	NAN	
0,272	0,125	0,053	0	1	NAN	
0,274	0,14	0,05	0	1	NAN	
0,276	0,1525	0,047	0	1	NAN	
0,278	0,1645	0,045	0	1	NAN	
0,28	0,1745	0,0415	0	1	NAN	
0,282	0,1825	0,0375	0	1	NAN	
0,284	0,1895	0,0345	0	1	NAN	
0,286	0,196	0,0315	0	1	NAN	
0,288	0,2025	0,0285	0	1	NAN	
0,29	0,204	0,0265	0	1	NAN	
0,292	0,206	0,023	0	1	NAN	
0,294	0,2085	0,02	0	1	NAN	
0,296	0,2105	0,0175	0	1	NAN	
0,298	0,2135	0,016	0	1	NAN	
0,3	0,214	0,014	0	1	NAN	
0,302	0,2135	0,0125	0	1	NAN	
0,304	0,2145	0,011	0	1	NAN	
0,306	0,216	0,0095	0	1	NAN	
0,308	0,2175	0,009	0	1	NAN	
0,31	0,219	0,0075	0	1	NAN	
0,312	0,2215	0,0055	0	1	NAN	
0,314	0,2225	0,004	0	1	NAN	
0,316	0,2235	0,0035	0	1	NAN	
0,318	0,2265	0,0025	0	1	NAN	
0,32	0,228	0,002	0	1	NAN	
0,322	0,229	0,001	0	1	NAN	
0,324	0,2305	0,001	0	1	NAN	
0,326	0,232	0,001	0	1	NAN	
0,328	0,2355	0,0005	0	1	NAN	
0,33	0,2355	0	0	1	NAN	
0,332	0,237	-0,0015	0	1	NAN	
0,334	0,2385	-0,002	0	1	NAN	
0,336	0,2405	-0,002	0	1	NAN	
0,338	0,2435	-0,002	0	1	NAN	
0,34	0,244	0	0	1	NAN	
0,342	0,247	-0,0015	0	1	NAN	
0,344	0,248	-0,002	0	1	NAN	
0,346	0,25	-0,0025	0	1	NAN	
0,348	0,252	-0,0025	0	1	NAN	
0,35	0,2545	-0,0035	0	1	NAN	
0,352	0,255	-0,0025	0	1	NAN	
0,354	0,2555	-0,003	0	1	NAN	
0,356	0,256	-0,003	0	1	NAN	
0,358	0,2575	-0,003	0	1	NAN	
0,36	0,2585	-0,002	0	1	NAN	
0,362	0,26	-0,003	0	1	NAN	
0,364	0,261	-0,0025	0	1	NAN	
0,366	0,2625	-0,002	0	1	NAN	
0,368	0,264	-0,0025	0	1	NAN	
0,37	0,264	-0,002	0	1	NAN	
0,372	0,2655	-0,004	0	1	NAN	
0,374	0,266	-0,004	0	1	NAN	
0,376	0,2665	-0,0035	0	1	NAN	
0,378	0,2675	-0,003	0	1	NAN	
0,38	0,2675	-0,003	0	1	NAN	
0,382	0,268	-0,0035	0	1	NAN	
0,384	0,2675	-0,0035	0	1	NAN	
0,386	0,268	-0,004	0	1	NAN	
0,388	0,269	-0,004	0	1	NAN	
0,39	0,2705	-0,004	0	1	NAN	
0,392	0,271	-0,004	0	1	NAN	
0,394	0,2705	-0,0045	0	1	NAN	
0,396	0,27	-0,0055	0	1	NAN	
0,398	0,2705	-0,0055	0	1	NAN	
0,4	0,272	-0,0065	0	1	NAN	
0,402	0,271	-0,005	0	1	NAN	
0,404	0,27	-0,0055	0	1	NAN	
0,406	0,2695	-0,006	0	1	NAN	
0,408	0,2675	-0,0065	0	1	NAN	
0,41	0,2665	-0,0075	0	1	NAN	
0,412	0,2665	-0,008	0	1	NAN	
0,414	0,2645	-0,0085	0	1	NAN	
0,416	0,2635	-0,0085	0	1	NAN	
0,418	0,2625	-0,0095	0	1	NAN	
0,42	0,259	-0,009	0	1	NAN	
0,422	0,258	-0,01	0	1	NAN	
0,424	0,2545	-0,011	0	1	NAN	
0,426	0,2505	-0,0115	0	1	NAN	
0,428	0,2475	-0,0115	0	1	NAN	
0,43	0,244	-0,013	0	1	NAN	
0,432	0,238	-0,014	0	1	NAN	
0,434	0,2325	-0,0155	0	1	NAN	
0,436	0,2255	-0,0165	0	1	NAN	
0,438	0,2195	-0,017	0	1	NAN	
0,44	0,2155	-0,019	0	1	NAN	
0,442	0,2065	-0,018	0	1	NAN	
0,444	0,1985	-0,019	0	1	NAN	
0,446	0,1895	-0,02	0	1	NAN	
0,448	0,1805	-0,022	0	1	NAN	
0,45	0,1725	-0,0235	0	1	NAN	
0,452	0,1625	-0,0235	0	1	NAN	
0,454	0,1525	-0,025	0	1	NAN	
0,456	0,1425	-0,026	0	1	NAN	
0,458	0,132	-0,027	0	1	NAN	
0,46	0,1205	-0,028	0	1	NAN	
0,462	0,11	-0,029	0	1	NAN	
0,464	0,0995	-0,0295	0	1	NAN	
0,466	0,0885	-0,03	0	1	NAN	
0,468	0,078	-0,031	0	1	NAN	
0,47	0,067	-0,031	0	1	NAN	
0,472	0,0575	-0,033	0	1	NAN	
0,474	0,047	-0,034	0	1	NAN	
0,476	0,036	-0,035	0	1	NAN	
0,478	0,0255	-0,0345	0	1	NAN	
0,48	0,014	-0,0345	0	1	NAN	
0,482	0,005	-0,035	0	1	NAN	
