LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID1265683,1265683,0,0.4672788083553314,185.40569722499714,303.58516578033135,0.0,450.0,450,22.5,1,,37.81592613964224,0.0,0.0,255.0,65535.0,90.6518550412736,1.0,0.4171555686579687
ID1266704,1266704,0,0.4125106930732727,157.01205800933437,152.3847931867081,0.0,527.0,527,22.5,1,,43.1130986728217,0.0,0.0,255.0,74715.0,95.60530943450291,0.7748644751322771,0.39374746962783497
ID1263639,1263639,0,0.551295280456543,129.46733469956246,350.54908166569277,0.0,297.0,297,22.5,1,,47.527409117137914,0.0,0.0,255.0,82365.0,99.32939099072541,1.0,0.47848284020563103
ID1264660,1264660,0,0.48660963773727417,150.06349905053708,922.9884326734197,0.0,376.0,376,22.5,1,,43.1130986728217,0.0,0.0,255.0,74715.0,95.60530943450291,0.9975867895876862,0.45040401620151144
ID1261595,1261595,0,0.49544665217399597,685.0181897643877,618.2988530339137,0.0,129.0,129,22.5,1,,41.49451817657242,0.0,0.0,255.0,71910.0,94.15106037481092,1.0,0.44072279177084894
ID1260568,1260568,0,0.5180498361587524,301.0212822854632,388.278857760891,0.0,49.0,49,22.5,1,,43.2602423542989,0.0,0.0,255.0,74970.0,95.73506079435684,0.9668480808042164,0.4442580945239161
ID1266690,1266690,0,0.39051562547683716,155.69172117398372,157.7526601511506,0.0,526.0,526,22.5,1,,42.524523946912865,0.0,0.0,255.0,73695.0,95.08225504195725,0.6176214535961491,0.3415194622724325
ID1261569,1261569,0,0.49929285049438477,680.1010295504561,599.4061388618517,0.0,127.0,127,22.5,1,,42.81881130986728,0.0,0.0,255.0,74205.0,95.34459535296347,1.0,0.4490953173732925
ID1264647,1264647,0,0.5019500851631165,152.4445577366405,922.1363372049584,0.0,375.0,375,22.5,1,,44.87882285054818,0.0,0.0,255.0,77775.0,97.13617067828388,0.9838834710255205,0.4582663616074235
ID1265670,1265670,0,0.46230366826057434,189.11496099996708,293.2601020943328,0.0,452.0,452,22.5,1,,37.52163877668782,0.0,0.0,255.0,65025.0,90.35959224897299,1.0,0.41524798688004577
ID1263627,1263627,0,0.5472555160522461,134.58051549647658,345.1670697771518,0.0,296.0,296,22.5,1,,47.380265435660704,0.0,0.0,255.0,82110.0,99.21067351677645,0.9868952870673195,0.47442239597034463
ID1260554,1260554,0,0.5125337243080139,299.3232858457458,390.47502145069785,0.0,48.0,48,22.5,1,,42.81881130986728,0.0,0.0,255.0,74205.0,95.34459535296347,0.9688667935727042,0.4419938835602191
ID1262600,1262600,0,0.5430216193199158,117.96241999864306,666.360800306683,0.0,209.0,209,22.5,1,,44.143104443162144,0.0,0.0,255.0,76500.0,96.50519170809139,0.9584078336313345,0.4477023844877727
ID1261582,1261582,0,0.5073387026786804,683.3477529199289,611.8333076371249,0.0,128.0,128,22.5,1,,43.1130986728217,0.0,0.0,255.0,74715.0,95.60530943450291,1.0,0.4509487906877968
ID1260595,1260595,0,0.5441500544548035,309.6686482313548,375.55260355536785,0.0,51.0,51,22.5,1,,44.290248124639355,0.0,0.0,255.0,76755.0,96.63216548932078,0.960801167143552,0.4491758126104453
ID1263664,1263664,0,0.5234931111335754,100.58445148571059,374.58254181656764,0.0,299.0,299,22.5,1,,41.788805539526834,0.0,0.0,255.0,72420.0,94.41920034739833,0.9705284639258535,0.43596858888946394
ID1261620,1261620,0,0.5093530416488647,691.7145960038937,644.6568209160226,0.0,131.0,131,22.5,1,,43.84881708020773,0.0,0.0,255.0,75990.0,96.25006640492909,1.0,0.4555718111999368
ID1264699,1264699,0,0.5494535565376282,106.411069495727,942.8077199205046,0.0,379.0,379,22.5,1,,48.263127524523945,0.0,0.0,255.0,83640.0,99.91761044158383,0.9935459723776556,0.4814654525054851
ID1263677,1263677,0,0.5074513554573059,99.58087158262009,375.8754668247991,0.0,300.0,300,22.5,1,,39.434506635891516,0.0,0.0,255.0,68340.0,92.2259557545498,0.9790888632812266,0.4230678841980987
ID1265724,1265724,0,0.4854471981525421,198.84069460931616,236.11253355373046,0.0,455.0,455,22.5,1,,41.64166185804962,0.0,0.0,255.0,72165.0,94.28534056647159,1.0,0.44165573998952745
ID1264673,1264673,0,0.5189619660377502,142.22965870494042,925.9144842841002,0.0,377.0,377,22.5,1,,45.02596653202539,0.0,0.0,255.0,78030.0,97.26120705061923,0.9930835619855326,0.46133209624545496
ID1265697,1265697,0,0.4224097430706024,196.25126129770842,253.36408013010234,0.0,453.0,453,22.5,1,,37.52163877668782,0.0,0.0,255.0,65025.0,90.35959224897299,1.0,0.41524798688004577
ID1261607,1261607,0,0.5154632329940796,688.5389095103702,632.1337173602478,0.0,130.0,130,22.5,1,,43.70167339873053,0.0,0.0,255.0,75735.0,96.1219117570545,1.0,0.45464840013986935
ID1260582,1260582,0,0.5248651504516602,305.3370962130507,382.49663063970024,0.0,50.0,50,22.5,1,,44.73167916907097,0.0,0.0,255.0,77520.0,97.01074983531814,0.9724406631415735,0.4546576461262782
ID1263652,1263652,0,0.5500995516777039,123.03250933409507,356.3387167963214,0.0,298.0,298,22.5,1,,49.14598961338719,0.0,0.0,255.0,85170.0,100.61182943407526,0.9978827083983659,0.4879536189352572
