LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID1056784,1056784,0,0.6502675414085388,1491.0,0.0,0.0,7.0,7,22.5,1,,34.33929601846509,0.0,0.0,255.0,59510.0,85.0043284251176,1.0,0.4039711465836168
ID1064977,1064977,0,0.3266787827014923,1488.012526279523,21.826577963603448,0.0,457.0,457,22.5,1,,22.954414310444317,0.0,0.0,255.0,39780.0,73.00373854963286,1.0,0.31442792884967613
ID1058839,1058839,0,0.43135252594947815,1493.786179469174,13.05157941234061,0.0,122.0,122,22.5,1,,36.050201961915754,0.0,0.0,255.0,62475.0,88.86923936118664,1.0,0.4056544449018944
ID1060887,1060887,0,0.39425674080848694,1497.9374034699501,25.65690964797756,0.0,235.0,235,22.5,1,,26.633006347374494,0.0,0.0,255.0,46155.0,78.010327497878,1.0,0.34140359618537625
ID1069082,1069082,0,0.32228872179985046,1489.604128568416,21.394019486324943,0.0,768.0,768,22.5,1,,22.80727062896711,0.0,0.0,255.0,39525.0,72.7924444582136,1.0,0.3133192022704993
ID1067036,1067036,0,0.3296756148338318,1487.4966924880755,21.839043596197726,0.0,612.0,612,22.5,1,,23.24870167339873,0.0,0.0,255.0,40290.0,73.42361747886622,1.0,0.3166379221248597
ID1062943,1062943,0,0.31101953983306885,1491.4573741205816,24.224828065790156,0.0,341.0,341,22.5,1,,20.74725908828621,0.0,0.0,255.0,35955.0,69.73455650912688,1.0,0.2975176171884137
ID1056768,1056768,0,0.6274083852767944,1492.0,0.0,0.0,4.0,4,22.5,1,,33.80092325447201,0.0,0.0,255.0,58577.0,84.10476228138387,1.0,0.40189071745291244
ID1064960,1064960,0,0.3282216191291809,1488.038085158824,21.881177668552645,0.0,456.0,456,22.5,1,,23.101557991921524,0.0,0.0,255.0,40035.0,73.21412696137806,1.0,0.3155341591945509
ID1060866,1060866,0,0.40414994955062866,1497.8985955057187,25.499488785238384,0.0,234.0,234,22.5,1,,27.51586843623774,0.0,0.0,255.0,47685.0,79.13935444048992,1.0,0.34768881589663114
ID1067010,1067010,0,0.3283062279224396,1488.7470545447427,20.78635829361898,0.0,609.0,609,22.5,1,,23.542989036353145,0.0,0.0,255.0,40800.0,73.8399353672036,1.0,0.3188381587724126
ID1069058,1069058,0,0.3010457158088684,1490.0030619931752,22.580323088487983,0.0,765.0,765,22.5,1,,20.600115406809003,0.0,0.0,255.0,35700.0,69.50865116366258,1.0,0.29636764721998
ID1058821,1058821,0,0.43545401096343994,1493.5511350161216,12.570839393574827,0.0,121.0,121,22.5,1,,36.050201961915754,0.0,0.0,255.0,62475.0,88.86923936118664,1.0,0.4056544449018944
ID1062924,1062924,0,0.3117487132549286,1491.242968173042,24.267424930097903,0.0,340.0,340,22.5,1,,20.74725908828621,0.0,0.0,255.0,35955.0,69.73455650912688,1.0,0.2975176171884137
ID1069070,1069070,0,0.3135657012462616,1489.8020148407006,22.00753828735439,0.0,767.0,767,22.5,1,,21.77726485862666,0.0,0.0,255.0,37740.0,71.28734596887472,1.0,0.3054857010406165
ID1067023,1067023,0,0.33114326000213623,1487.8094633101232,21.409782080646576,0.0,611.0,611,22.5,1,,23.542989036353145,0.0,0.0,255.0,40800.0,73.8399353672036,1.0,0.3188381587724126
ID1056816,1056816,0,0.6271383166313171,1490.0,0.0,0.0,8.0,8,22.5,1,,32.57068667051356,0.0,0.0,255.0,56445.0,83.30499414898995,1.0,0.3909812011061581
ID1062962,1062962,0,0.3518299162387848,1491.7604235470017,24.081720596796647,0.0,342.0,342,22.5,1,,23.83727639930756,0.0,0.0,255.0,41310.0,74.2527521124492,1.0,0.3210288604954079
ID1065010,1065010,0,0.31609010696411133,1488.2147677479988,22.42840468880736,0.0,459.0,459,22.5,1,,21.924408540103865,0.0,0.0,255.0,37995.0,71.50520862146553,1.0,0.3066127483966568
ID1069106,1069106,0,0.33051955699920654,1488.9844925513146,21.19766466801005,0.0,770.0,770,22.5,1,,23.542989036353145,0.0,0.0,255.0,40800.0,73.8399353672036,1.0,0.3188381587724126
ID1067062,1067062,0,0.3307996094226837,1487.223595189745,22.388363115780848,0.0,614.0,614,22.5,1,,23.101557991921524,0.0,0.0,255.0,40035.0,73.21412696137806,1.0,0.3155341591945509
ID1058875,1058875,0,0.44095438718795776,1494.3188562569176,14.612919257523755,0.0,124.0,124,22.5,1,,37.37449509521062,0.0,0.0,255.0,64770.0,90.21274557731654,1.0,0.4142928458282974
ID1060924,1060924,0,0.4023093581199646,1498.1858060028262,26.09899711541016,0.0,237.0,237,22.5,1,,27.074437391806118,0.0,0.0,255.0,46920.0,78.57810943682338,1.0,0.34455445143502594
ID1069118,1069118,0,0.33215105533599854,1488.6687769769164,21.19805844828741,0.0,771.0,771,22.5,1,,23.690132717830352,0.0,0.0,255.0,41055.0,74.0467777112318,1.0,0.3199346879106248
ID1056800,1056800,0,0.620884358882904,1491.0,0.0,0.0,6.0,6,22.5,1,,32.70398153491056,0.0,0.0,255.0,56676.0,83.04927424704178,1.0,0.39379009427135936
ID1064994,1064994,0,0.31899720430374146,1488.136717899094,22.189317030923196,0.0,458.0,458,22.5,1,,22.21869590305828,0.0,0.0,255.0,38505.0,71.9380511749059,1.0,0.3088587408218366
